epoch,learning_rate_used,data_loss,PDE_loss,physics_loss,total_loss,training_seconds,validation_MSE,learning_rate_next
50,0.009731400757988016,0.00012188475430209435,1.3978718899759872e-05,0.00048731048239992477,0.00013374721857597354,2.1101134000055026,8.366586553165689e-05,0.009701042967013778
51,0.009701042967013778,0.00011956127168817165,1.2688864693322927e-05,0.0004918091389007937,0.00013082379542384104,2.103172999995877,0.00012626957322936505,0.009669113924081343
52,0.009669113924081343,9.974332454664861e-05,1.2075076003109746e-05,0.0004869663738096484,0.00011065052628629997,2.0122618000023067,0.0001316398847848177,0.009635624532929626
53,0.009635624532929626,9.835034129451433e-05,1.1220807638617873e-05,0.0004716673451322043,0.0001086774185651453,2.2644234000035794,8.742504724068567e-05,0.009600586230155023
54,0.009600586230155023,0.00010837872606265042,1.2339132774526798e-05,0.00046804065476742764,0.00011922869899758809,2.0934033999947133,0.00012968455848749727,0.009564010981305833
55,0.009564010981305833,0.00010080359246579596,1.1094362005953269e-05,0.0004612271682763437,0.00011096304515153604,2.156679299994721,8.918171079130843e-05,0.009525911276796032
56,0.009525911276796032,9.84927755780518e-05,1.0847367629705915e-05,0.0004789536307622977,0.00010870599570052774,2.0654952000040794,8.685306238476187e-05,0.009486300127639806
57,0.009486300127639806,0.00010398457386642958,1.039279767318699e-05,0.0005130277896346085,0.00011431125059936916,2.1805452999979025,9.942454926203936e-05,0.009445191061008303
58,0.009445191061008303,0.00010184839073808003,9.560052629514655e-06,0.0004659544770992449,0.0001112879618238298,2.1070355999981984,0.00010527828999329358,0.00940259811561012
59,0.00940259811561012,0.00010196175276607117,1.0336007339644294e-05,0.0004656765643476491,0.00011178652207936981,2.1384222000051523,0.00012036300904583186,0.00935853583689709
60,0.00935853583689709,0.00010430988302961748,1.0040152248174704e-05,0.00045461671697063686,0.00011387612632341121,2.1552006999991136,0.00015493064711336046,0.009313019272097026
61,0.009313019272097026,0.00010025157091561441,1.1897072900470482e-05,0.0004788628837833937,0.00011098873620368359,2.1616403000080027,8.118688128888607e-05,0.00926606396507511
62,0.00926606396507511,9.851740661652689e-05,9.880090026785663e-06,0.00044646174652405296,0.00010792206909516026,2.1569751000060933,0.0001041819850797765,0.009217685951025675
63,0.009217685951025675,0.00010102930282987215,1.0239522337216394e-05,0.0005006684146311907,0.00011115574814479225,2.00755000000936,8.445556159131229e-05,0.009167901750996198
64,0.009167901750996198,9.722462071397974e-05,1.099370110150287e-05,0.000498428196977947,0.00010770575323451065,2.1497665000060806,8.170916407834738e-05,0.009116728366245384
65,0.009116728366245384,9.545564548802158e-05,8.475560602130158e-06,0.0004766542830489101,0.00010445996861957575,2.056656300002942,6.853280501672998e-05,0.009064183272437243
66,0.009064183272437243,9.424575189356956e-05,1.0515375375037382e-05,0.00047370989643309686,0.00010424053854541922,2.0095690000016475,6.911861419212073e-05,0.009010284413673174
67,0.009010284413673174,9.102346673487018e-05,8.977949460560646e-06,0.000468497237581584,0.00010019741384096634,2.4273608999938006,0.00011190932855242863,0.00895505019636407
68,0.00895505019636407,0.0725293320674781,0.017818670505761785,0.01351657226343446,0.08157383304299333,2.090817700009211,0.0006040188018232584,0.008898499482944536
69,0.008898499482944536,0.0006767571711570095,4.3419243977624784e-05,0.0014906744675860161,0.000713373537821682,2.2814992000057828,0.00039373530307784677,0.008840651585431404
70,0.008840651585431404,0.0005119028622020949,2.378200579702059e-05,0.001326867731788881,0.0005370625424184941,1.9923121000028914,0.00031502568162977695,0.00878152625882868
71,0.00878152625882868,0.0004245391473029125,1.778410622583184e-05,0.0011795358930029116,0.00044522655934585756,2.3066876999946544,0.00027218146715313196,0.00872114369438123
72,0.00872114369438123,0.00037449781886161356,1.4159676212793269e-05,0.0011122130683429961,0.00039269978765144015,2.022118799999589,0.0002502354618627578,0.0086595245126795
73,0.0086595245126795,0.00034400391532986795,1.1893293735481149e-05,0.0010817484674263604,0.00036076804687187213,2.2169085999921663,0.00023686369240749627,0.008596689756617587
74,0.008596689756617587,0.00032214077962738164,1.019327551405712e-05,0.0010568336226740183,0.00033780575361115037,2.1235175000038,0.00022739717678632587,0.008532660884207125
75,0.008532660884207125,0.00030248688823842214,8.887678104484913e-06,0.001055670545748347,0.00031748743274814806,2.3283937999949558,0.0002183796459576115,0.008467459761249388
76,0.008467459761249388,0.0002882174778518812,7.845926776734007e-06,0.0010019794330528042,0.00030216023557077626,2.0750038999976823,0.00020882359240204096,0.00840110865386813
77,0.00840110865386813,0.0002741191565291956,7.0068331168377485e-06,0.0009652379585017081,0.00028727495267263155,2.159994200002984,0.00020137018873356283,0.008333630220905741
78,0.008333630220905741,0.0002670607873884399,6.396452762309532e-06,0.0009572885459385601,0.00027983189922898026,2.0463670999888564,0.0001956350024556741,0.008265047506185258
79,0.008265047506185258,0.0002577465900960203,5.797392266274228e-06,0.0009516860997603046,0.00027016214722676047,2.12193500000285,0.00018927235214505345,0.00819538393064093
80,0.00819538393064093,0.0002525866153553339,5.403841068639524e-06,0.0009104223504007952,0.0002643927593936616,2.067546099991887,0.00018566055223345757,0.008124663284319985
81,0.008124663284319985,0.00024568639835123113,5.0163139434825665e-06,0.0008689959227098679,0.0002568845145500711,2.0704449000040768,0.0001835681905504316,0.008052909718258358
82,0.008052909718258358,0.0002371145394204606,4.6587773632158785e-06,0.0008431643542486577,0.00024787557164455515,2.053673800008255,0.0001779465819709003,0.007980147736233118
83,0.007980147736233118,0.00023169760558784956,4.463673507896876e-06,0.0008990134517244889,0.0002429195768590429,2.1929890000028536,0.000172718137037009,0.007906402186394476
84,0.007906402186394476,0.000226386758786591,4.206811107700182e-06,0.0009136511795969574,0.00023762667613641067,2.0825645000004442,0.00016960340144578367,0.007831698252780139
85,0.007831698252780139,0.0002215461811503255,4.019227836184689e-06,0.0008184089130976782,0.0002317398841993946,2.178723799996078,0.0001660078705754131,0.007756061446715002
86,0.007756061446715002,0.00021746656599340363,3.861582095027497e-06,0.0008696357199026026,0.0002280937142399434,2.0547202000016114,0.00016662378038745373,0.007679517598099043
